src,dest,EdgeType
AKT1-TRAN,AKT1-PROT,Gene-TRAN-Gene-PROT
AKT1S1-TRAN,AKT1S1-PROT,Gene-TRAN-Gene-PROT
AKT2-TRAN,AKT2-PROT,Gene-TRAN-Gene-PROT
AKT3-TRAN,AKT3-PROT,Gene-TRAN-Gene-PROT
ALDOA-TRAN,ALDOA-PROT,Gene-TRAN-Gene-PROT
ALDOB-TRAN,ALDOB-PROT,Gene-TRAN-Gene-PROT
ALDOC-TRAN,ALDOC-PROT,Gene-TRAN-Gene-PROT
AMH-TRAN,AMH-PROT,Gene-TRAN-Gene-PROT
AMHR2-TRAN,AMHR2-PROT,Gene-TRAN-Gene-PROT
AMOT-TRAN,AMOT-PROT,Gene-TRAN-Gene-PROT
ANAPC5-TRAN,ANAPC5-PROT,Gene-TRAN-Gene-PROT
ANGPT1-TRAN,ANGPT1-PROT,Gene-TRAN-Gene-PROT
ANGPT2-TRAN,ANGPT2-PROT,Gene-TRAN-Gene-PROT
ANGPT4-TRAN,ANGPT4-PROT,Gene-TRAN-Gene-PROT
ANGPTL4-TRAN,ANGPTL4-PROT,Gene-TRAN-Gene-PROT
AOX1-TRAN,AOX1-PROT,Gene-TRAN-Gene-PROT
APAF1-TRAN,APAF1-PROT,Gene-TRAN-Gene-PROT
APBB1IP-TRAN,APBB1IP-PROT,Gene-TRAN-Gene-PROT
APC-TRAN,APC-PROT,Gene-TRAN-Gene-PROT
APC2-TRAN,APC2-PROT,Gene-TRAN-Gene-PROT
APH1A-TRAN,APH1A-PROT,Gene-TRAN-Gene-PROT
APH1B-TRAN,APH1B-PROT,Gene-TRAN-Gene-PROT
APLN-TRAN,APLN-PROT,Gene-TRAN-Gene-PROT
APLNR-TRAN,APLNR-PROT,Gene-TRAN-Gene-PROT
APOA1-TRAN,APOA1-PROT,Gene-TRAN-Gene-PROT
APOA2-TRAN,APOA2-PROT,Gene-TRAN-Gene-PROT
APOA5-TRAN,APOA5-PROT,Gene-TRAN-Gene-PROT
APOC3-TRAN,APOC3-PROT,Gene-TRAN-Gene-PROT
AQP7-TRAN,AQP7-PROT,Gene-TRAN-Gene-PROT
ARAF-TRAN,ARAF-PROT,Gene-TRAN-Gene-PROT
ARAP3-TRAN,ARAP3-PROT,Gene-TRAN-Gene-PROT
AREG-TRAN,AREG-PROT,Gene-TRAN-Gene-PROT
ARF1-TRAN,ARF1-PROT,Gene-TRAN-Gene-PROT
ARF6-TRAN,ARF6-PROT,Gene-TRAN-Gene-PROT
ARHGDIA-TRAN,ARHGDIA-PROT,Gene-TRAN-Gene-PROT
ARHGDIB-TRAN,ARHGDIB-PROT,Gene-TRAN-Gene-PROT
ARHGDIG-TRAN,ARHGDIG-PROT,Gene-TRAN-Gene-PROT
ARHGEF12-TRAN,ARHGEF12-PROT,Gene-TRAN-Gene-PROT
ARNT-TRAN,ARNT-PROT,Gene-TRAN-Gene-PROT
ARRB1-TRAN,ARRB1-PROT,Gene-TRAN-Gene-PROT
ARRB2-TRAN,ARRB2-PROT,Gene-TRAN-Gene-PROT
ASPH-TRAN,ASPH-PROT,Gene-TRAN-Gene-PROT
ATF2-TRAN,ATF2-PROT,Gene-TRAN-Gene-PROT
ATF4-TRAN,ATF4-PROT,Gene-TRAN-Gene-PROT
ATF6B-TRAN,ATF6B-PROT,Gene-TRAN-Gene-PROT
ATG12-TRAN,ATG12-PROT,Gene-TRAN-Gene-PROT
ATG16L1-TRAN,ATG16L1-PROT,Gene-TRAN-Gene-PROT
ATG5-TRAN,ATG5-PROT,Gene-TRAN-Gene-PROT
ATM-TRAN,ATM-PROT,Gene-TRAN-Gene-PROT
ATP1A1-TRAN,ATP1A1-PROT,Gene-TRAN-Gene-PROT
ATP1A2-TRAN,ATP1A2-PROT,Gene-TRAN-Gene-PROT
ATP1A3-TRAN,ATP1A3-PROT,Gene-TRAN-Gene-PROT
ATP1A4-TRAN,ATP1A4-PROT,Gene-TRAN-Gene-PROT
ATP1B1-TRAN,ATP1B1-PROT,Gene-TRAN-Gene-PROT
ATP1B2-TRAN,ATP1B2-PROT,Gene-TRAN-Gene-PROT
ATP1B3-TRAN,ATP1B3-PROT,Gene-TRAN-Gene-PROT
ATP1B4-TRAN,ATP1B4-PROT,Gene-TRAN-Gene-PROT
ATP2A1-TRAN,ATP2A1-PROT,Gene-TRAN-Gene-PROT
ATP2A2-TRAN,ATP2A2-PROT,Gene-TRAN-Gene-PROT
ATP2A3-TRAN,ATP2A3-PROT,Gene-TRAN-Gene-PROT
ATP2B1-TRAN,ATP2B1-PROT,Gene-TRAN-Gene-PROT
ATP2B2-TRAN,ATP2B2-PROT,Gene-TRAN-Gene-PROT
ATP2B3-TRAN,ATP2B3-PROT,Gene-TRAN-Gene-PROT
ATP2B4-TRAN,ATP2B4-PROT,Gene-TRAN-Gene-PROT
ATP6V1A-TRAN,ATP6V1A-PROT,Gene-TRAN-Gene-PROT
ATP6V1B1-TRAN,ATP6V1B1-PROT,Gene-TRAN-Gene-PROT
ATP6V1B2-TRAN,ATP6V1B2-PROT,Gene-TRAN-Gene-PROT
ATP6V1C1-TRAN,ATP6V1C1-PROT,Gene-TRAN-Gene-PROT
ATP6V1C2-TRAN,ATP6V1C2-PROT,Gene-TRAN-Gene-PROT
ATP6V1D-TRAN,ATP6V1D-PROT,Gene-TRAN-Gene-PROT
ATP6V1E1-TRAN,ATP6V1E1-PROT,Gene-TRAN-Gene-PROT
ATP6V1E2-TRAN,ATP6V1E2-PROT,Gene-TRAN-Gene-PROT
ATP6V1F-TRAN,ATP6V1F-PROT,Gene-TRAN-Gene-PROT
ATP6V1G1-TRAN,ATP6V1G1-PROT,Gene-TRAN-Gene-PROT
ATP6V1G2-TRAN,ATP6V1G2-PROT,Gene-TRAN-Gene-PROT
ATP6V1G3-TRAN,ATP6V1G3-PROT,Gene-TRAN-Gene-PROT
ATP6V1H-TRAN,ATP6V1H-PROT,Gene-TRAN-Gene-PROT
ATR-TRAN,ATR-PROT,Gene-TRAN-Gene-PROT
ATXN1-TRAN,ATXN1-PROT,Gene-TRAN-Gene-PROT
ATXN1L-TRAN,ATXN1L-PROT,Gene-TRAN-Gene-PROT
AVP-TRAN,AVP-PROT,Gene-TRAN-Gene-PROT
AVPR1A-TRAN,AVPR1A-PROT,Gene-TRAN-Gene-PROT
AVPR1B-TRAN,AVPR1B-PROT,Gene-TRAN-Gene-PROT
AVPR2-TRAN,AVPR2-PROT,Gene-TRAN-Gene-PROT
AXIN1-TRAN,AXIN1-PROT,Gene-TRAN-Gene-PROT
AXIN2-TRAN,AXIN2-PROT,Gene-TRAN-Gene-PROT
AZI2-TRAN,AZI2-PROT,Gene-TRAN-Gene-PROT
BAD-TRAN,BAD-PROT,Gene-TRAN-Gene-PROT
BAG4-TRAN,BAG4-PROT,Gene-TRAN-Gene-PROT
BAMBI-TRAN,BAMBI-PROT,Gene-TRAN-Gene-PROT
BAX-TRAN,BAX-PROT,Gene-TRAN-Gene-PROT
BBC3-TRAN,BBC3-PROT,Gene-TRAN-Gene-PROT
BCAR1-TRAN,BCAR1-PROT,Gene-TRAN-Gene-PROT
BCL10-TRAN,BCL10-PROT,Gene-TRAN-Gene-PROT
BCL2-TRAN,BCL2-PROT,Gene-TRAN-Gene-PROT
BCL2A1-TRAN,BCL2A1-PROT,Gene-TRAN-Gene-PROT
BCL2L1-TRAN,BCL2L1-PROT,Gene-TRAN-Gene-PROT
BCL2L11-TRAN,BCL2L11-PROT,Gene-TRAN-Gene-PROT
BCL3-TRAN,BCL3-PROT,Gene-TRAN-Gene-PROT
BCL6-TRAN,BCL6-PROT,Gene-TRAN-Gene-PROT
BDKRB1-TRAN,BDKRB1-PROT,Gene-TRAN-Gene-PROT
BDKRB2-TRAN,BDKRB2-PROT,Gene-TRAN-Gene-PROT
BDNF-TRAN,BDNF-PROT,Gene-TRAN-Gene-PROT
BECN1-TRAN,BECN1-PROT,Gene-TRAN-Gene-PROT
BECN2-TRAN,BECN2-PROT,Gene-TRAN-Gene-PROT
BEX3-TRAN,BEX3-PROT,Gene-TRAN-Gene-PROT
BID-TRAN,BID-PROT,Gene-TRAN-Gene-PROT
BIRC2-TRAN,BIRC2-PROT,Gene-TRAN-Gene-PROT
BIRC3-TRAN,BIRC3-PROT,Gene-TRAN-Gene-PROT
BIRC5-TRAN,BIRC5-PROT,Gene-TRAN-Gene-PROT
BLNK-TRAN,BLNK-PROT,Gene-TRAN-Gene-PROT
BMP2-TRAN,BMP2-PROT,Gene-TRAN-Gene-PROT
BMP4-TRAN,BMP4-PROT,Gene-TRAN-Gene-PROT
BMP5-TRAN,BMP5-PROT,Gene-TRAN-Gene-PROT
BMP6-TRAN,BMP6-PROT,Gene-TRAN-Gene-PROT
BMP7-TRAN,BMP7-PROT,Gene-TRAN-Gene-PROT
BMP8A-TRAN,BMP8A-PROT,Gene-TRAN-Gene-PROT
BMP8B-TRAN,BMP8B-PROT,Gene-TRAN-Gene-PROT
BMPR1A-TRAN,BMPR1A-PROT,Gene-TRAN-Gene-PROT
BMPR1B-TRAN,BMPR1B-PROT,Gene-TRAN-Gene-PROT
BMPR2-TRAN,BMPR2-PROT,Gene-TRAN-Gene-PROT
BNIP3-TRAN,BNIP3-PROT,Gene-TRAN-Gene-PROT
BOC-TRAN,BOC-PROT,Gene-TRAN-Gene-PROT
BORCS8-MEF2B-TRAN,BORCS8-MEF2B-PROT,Gene-TRAN-Gene-PROT
BRAF-TRAN,BRAF-PROT,Gene-TRAN-Gene-PROT
BRAP-TRAN,BRAP-PROT,Gene-TRAN-Gene-PROT
BRCA1-TRAN,BRCA1-PROT,Gene-TRAN-Gene-PROT
BRCC3-TRAN,BRCC3-PROT,Gene-TRAN-Gene-PROT
BTC-TRAN,BTC-PROT,Gene-TRAN-Gene-PROT
BTK-TRAN,BTK-PROT,Gene-TRAN-Gene-PROT
BTRC-TRAN,BTRC-PROT,Gene-TRAN-Gene-PROT
BUB1B-PAK6-TRAN,BUB1B-PAK6-PROT,Gene-TRAN-Gene-PROT
CAB39-TRAN,CAB39-PROT,Gene-TRAN-Gene-PROT
CAB39L-TRAN,CAB39L-PROT,Gene-TRAN-Gene-PROT
CACNA1A-TRAN,CACNA1A-PROT,Gene-TRAN-Gene-PROT
CACNA1B-TRAN,CACNA1B-PROT,Gene-TRAN-Gene-PROT
CACNA1C-TRAN,CACNA1C-PROT,Gene-TRAN-Gene-PROT
CACNA1D-TRAN,CACNA1D-PROT,Gene-TRAN-Gene-PROT
CACNA1E-TRAN,CACNA1E-PROT,Gene-TRAN-Gene-PROT
CACNA1F-TRAN,CACNA1F-PROT,Gene-TRAN-Gene-PROT
CACNA1G-TRAN,CACNA1G-PROT,Gene-TRAN-Gene-PROT
CACNA1H-TRAN,CACNA1H-PROT,Gene-TRAN-Gene-PROT
CACNA1I-TRAN,CACNA1I-PROT,Gene-TRAN-Gene-PROT
CACNA1S-TRAN,CACNA1S-PROT,Gene-TRAN-Gene-PROT
CACNA2D1-TRAN,CACNA2D1-PROT,Gene-TRAN-Gene-PROT
CACNA2D2-TRAN,CACNA2D2-PROT,Gene-TRAN-Gene-PROT
CACNA2D3-TRAN,CACNA2D3-PROT,Gene-TRAN-Gene-PROT
CACNA2D4-TRAN,CACNA2D4-PROT,Gene-TRAN-Gene-PROT
CACNB1-TRAN,CACNB1-PROT,Gene-TRAN-Gene-PROT
CACNB2-TRAN,CACNB2-PROT,Gene-TRAN-Gene-PROT
CACNB3-TRAN,CACNB3-PROT,Gene-TRAN-Gene-PROT
CACNB4-TRAN,CACNB4-PROT,Gene-TRAN-Gene-PROT
CACNG1-TRAN,CACNG1-PROT,Gene-TRAN-Gene-PROT
CACNG2-TRAN,CACNG2-PROT,Gene-TRAN-Gene-PROT
CACNG3-TRAN,CACNG3-PROT,Gene-TRAN-Gene-PROT
CACNG4-TRAN,CACNG4-PROT,Gene-TRAN-Gene-PROT
CACNG5-TRAN,CACNG5-PROT,Gene-TRAN-Gene-PROT
CACNG6-TRAN,CACNG6-PROT,Gene-TRAN-Gene-PROT
CACNG7-TRAN,CACNG7-PROT,Gene-TRAN-Gene-PROT
CACNG8-TRAN,CACNG8-PROT,Gene-TRAN-Gene-PROT
CACYBP-TRAN,CACYBP-PROT,Gene-TRAN-Gene-PROT
CALM1-TRAN,CALM1-PROT,Gene-TRAN-Gene-PROT
CALM2-TRAN,CALM2-PROT,Gene-TRAN-Gene-PROT
CALM3-TRAN,CALM3-PROT,Gene-TRAN-Gene-PROT
CALML3-TRAN,CALML3-PROT,Gene-TRAN-Gene-PROT
CALML4-TRAN,CALML4-PROT,Gene-TRAN-Gene-PROT
CALML5-TRAN,CALML5-PROT,Gene-TRAN-Gene-PROT
CALML6-TRAN,CALML6-PROT,Gene-TRAN-Gene-PROT
CAMK1-TRAN,CAMK1-PROT,Gene-TRAN-Gene-PROT
CAMK1D-TRAN,CAMK1D-PROT,Gene-TRAN-Gene-PROT
CAMK1G-TRAN,CAMK1G-PROT,Gene-TRAN-Gene-PROT
CAMK2A-TRAN,CAMK2A-PROT,Gene-TRAN-Gene-PROT
CAMK2B-TRAN,CAMK2B-PROT,Gene-TRAN-Gene-PROT
CAMK2D-TRAN,CAMK2D-PROT,Gene-TRAN-Gene-PROT
CAMK2G-TRAN,CAMK2G-PROT,Gene-TRAN-Gene-PROT
CAMK4-TRAN,CAMK4-PROT,Gene-TRAN-Gene-PROT
CAMKK2-TRAN,CAMKK2-PROT,Gene-TRAN-Gene-PROT
CAMP-TRAN,CAMP-PROT,Gene-TRAN-Gene-PROT
CARD10-TRAN,CARD10-PROT,Gene-TRAN-Gene-PROT
CARD11-TRAN,CARD11-PROT,Gene-TRAN-Gene-PROT
CARD14-TRAN,CARD14-PROT,Gene-TRAN-Gene-PROT
CARD16-TRAN,CARD16-PROT,Gene-TRAN-Gene-PROT
CARD17-TRAN,CARD17-PROT,Gene-TRAN-Gene-PROT
CARD18-TRAN,CARD18-PROT,Gene-TRAN-Gene-PROT
CARD6-TRAN,CARD6-PROT,Gene-TRAN-Gene-PROT
CARD8-TRAN,CARD8-PROT,Gene-TRAN-Gene-PROT
CARD9-TRAN,CARD9-PROT,Gene-TRAN-Gene-PROT
CASP1-TRAN,CASP1-PROT,Gene-TRAN-Gene-PROT
CASP10-TRAN,CASP10-PROT,Gene-TRAN-Gene-PROT
CASP12-TRAN,CASP12-PROT,Gene-TRAN-Gene-PROT
CASP3-TRAN,CASP3-PROT,Gene-TRAN-Gene-PROT
CASP4-TRAN,CASP4-PROT,Gene-TRAN-Gene-PROT
CASP5-TRAN,CASP5-PROT,Gene-TRAN-Gene-PROT
CASP7-TRAN,CASP7-PROT,Gene-TRAN-Gene-PROT
CASP8-TRAN,CASP8-PROT,Gene-TRAN-Gene-PROT
CASP9-TRAN,CASP9-PROT,Gene-TRAN-Gene-PROT
CASQ1-TRAN,CASQ1-PROT,Gene-TRAN-Gene-PROT
CASQ2-TRAN,CASQ2-PROT,Gene-TRAN-Gene-PROT
CASR-TRAN,CASR-PROT,Gene-TRAN-Gene-PROT
CASTOR1-TRAN,CASTOR1-PROT,Gene-TRAN-Gene-PROT
CAT-TRAN,CAT-PROT,Gene-TRAN-Gene-PROT
CBL-TRAN,CBL-PROT,Gene-TRAN-Gene-PROT
CBLB-TRAN,CBLB-PROT,Gene-TRAN-Gene-PROT
CCKAR-TRAN,CCKAR-PROT,Gene-TRAN-Gene-PROT
CCKBR-TRAN,CCKBR-PROT,Gene-TRAN-Gene-PROT
CCL1-TRAN,CCL1-PROT,Gene-TRAN-Gene-PROT
CCL11-TRAN,CCL11-PROT,Gene-TRAN-Gene-PROT
CCL13-TRAN,CCL13-PROT,Gene-TRAN-Gene-PROT
CCL14-TRAN,CCL14-PROT,Gene-TRAN-Gene-PROT
CCL15-TRAN,CCL15-PROT,Gene-TRAN-Gene-PROT
CCL16-TRAN,CCL16-PROT,Gene-TRAN-Gene-PROT
CCL17-TRAN,CCL17-PROT,Gene-TRAN-Gene-PROT
CCL18-TRAN,CCL18-PROT,Gene-TRAN-Gene-PROT
CCL19-TRAN,CCL19-PROT,Gene-TRAN-Gene-PROT
CCL2-TRAN,CCL2-PROT,Gene-TRAN-Gene-PROT
CCL20-TRAN,CCL20-PROT,Gene-TRAN-Gene-PROT
CCL21-TRAN,CCL21-PROT,Gene-TRAN-Gene-PROT
CCL22-TRAN,CCL22-PROT,Gene-TRAN-Gene-PROT
CCL23-TRAN,CCL23-PROT,Gene-TRAN-Gene-PROT
CCL24-TRAN,CCL24-PROT,Gene-TRAN-Gene-PROT
CCL25-TRAN,CCL25-PROT,Gene-TRAN-Gene-PROT
CCL26-TRAN,CCL26-PROT,Gene-TRAN-Gene-PROT
CCL27-TRAN,CCL27-PROT,Gene-TRAN-Gene-PROT
CCL28-TRAN,CCL28-PROT,Gene-TRAN-Gene-PROT
CCL3-TRAN,CCL3-PROT,Gene-TRAN-Gene-PROT
CCL4-TRAN,CCL4-PROT,Gene-TRAN-Gene-PROT
CCL5-TRAN,CCL5-PROT,Gene-TRAN-Gene-PROT
CCL7-TRAN,CCL7-PROT,Gene-TRAN-Gene-PROT
CCL8-TRAN,CCL8-PROT,Gene-TRAN-Gene-PROT
CCN2-TRAN,CCN2-PROT,Gene-TRAN-Gene-PROT
CCNA1-TRAN,CCNA1-PROT,Gene-TRAN-Gene-PROT
CCNA2-TRAN,CCNA2-PROT,Gene-TRAN-Gene-PROT
CCNB1-TRAN,CCNB1-PROT,Gene-TRAN-Gene-PROT
CCNB2-TRAN,CCNB2-PROT,Gene-TRAN-Gene-PROT
CCNB3-TRAN,CCNB3-PROT,Gene-TRAN-Gene-PROT
CCND1-TRAN,CCND1-PROT,Gene-TRAN-Gene-PROT
CCND2-TRAN,CCND2-PROT,Gene-TRAN-Gene-PROT
CCND3-TRAN,CCND3-PROT,Gene-TRAN-Gene-PROT
CCNE1-TRAN,CCNE1-PROT,Gene-TRAN-Gene-PROT
CCNE2-TRAN,CCNE2-PROT,Gene-TRAN-Gene-PROT
CCNG1-TRAN,CCNG1-PROT,Gene-TRAN-Gene-PROT
CCNG2-TRAN,CCNG2-PROT,Gene-TRAN-Gene-PROT
CCR1-TRAN,CCR1-PROT,Gene-TRAN-Gene-PROT
CCR10-TRAN,CCR10-PROT,Gene-TRAN-Gene-PROT
CCR2-TRAN,CCR2-PROT,Gene-TRAN-Gene-PROT
CCR3-TRAN,CCR3-PROT,Gene-TRAN-Gene-PROT
CCR4-TRAN,CCR4-PROT,Gene-TRAN-Gene-PROT
CCR5-TRAN,CCR5-PROT,Gene-TRAN-Gene-PROT
CCR6-TRAN,CCR6-PROT,Gene-TRAN-Gene-PROT
CCR7-TRAN,CCR7-PROT,Gene-TRAN-Gene-PROT
CCR8-TRAN,CCR8-PROT,Gene-TRAN-Gene-PROT
CCR9-TRAN,CCR9-PROT,Gene-TRAN-Gene-PROT
CD14-TRAN,CD14-PROT,Gene-TRAN-Gene-PROT
CD19-TRAN,CD19-PROT,Gene-TRAN-Gene-PROT
CD209-TRAN,CD209-PROT,Gene-TRAN-Gene-PROT
CD22-TRAN,CD22-PROT,Gene-TRAN-Gene-PROT
CD247-TRAN,CD247-PROT,Gene-TRAN-Gene-PROT
CD28-TRAN,CD28-PROT,Gene-TRAN-Gene-PROT
CD36-TRAN,CD36-PROT,Gene-TRAN-Gene-PROT
CD38-TRAN,CD38-PROT,Gene-TRAN-Gene-PROT
CD3E-TRAN,CD3E-PROT,Gene-TRAN-Gene-PROT
CD4-TRAN,CD4-PROT,Gene-TRAN-Gene-PROT
CD40-TRAN,CD40-PROT,Gene-TRAN-Gene-PROT
CD40LG-TRAN,CD40LG-PROT,Gene-TRAN-Gene-PROT
CD72-TRAN,CD72-PROT,Gene-TRAN-Gene-PROT
CD79A-TRAN,CD79A-PROT,Gene-TRAN-Gene-PROT
CD79B-TRAN,CD79B-PROT,Gene-TRAN-Gene-PROT
CD80-TRAN,CD80-PROT,Gene-TRAN-Gene-PROT
CD82-TRAN,CD82-PROT,Gene-TRAN-Gene-PROT
CD86-TRAN,CD86-PROT,Gene-TRAN-Gene-PROT
CD8A-TRAN,CD8A-PROT,Gene-TRAN-Gene-PROT
CD8B-TRAN,CD8B-PROT,Gene-TRAN-Gene-PROT
CD8B2-TRAN,CD8B2-PROT,Gene-TRAN-Gene-PROT
CDC25B-TRAN,CDC25B-PROT,Gene-TRAN-Gene-PROT
CDC37-TRAN,CDC37-PROT,Gene-TRAN-Gene-PROT
CDC42-TRAN,CDC42-PROT,Gene-TRAN-Gene-PROT
CDH1-TRAN,CDH1-PROT,Gene-TRAN-Gene-PROT
CDK1-TRAN,CDK1-PROT,Gene-TRAN-Gene-PROT
CDK2-TRAN,CDK2-PROT,Gene-TRAN-Gene-PROT
CDK4-TRAN,CDK4-PROT,Gene-TRAN-Gene-PROT
CDK6-TRAN,CDK6-PROT,Gene-TRAN-Gene-PROT
CDKN1A-TRAN,CDKN1A-PROT,Gene-TRAN-Gene-PROT
CDKN1B-TRAN,CDKN1B-PROT,Gene-TRAN-Gene-PROT
CDKN2A-TRAN,CDKN2A-PROT,Gene-TRAN-Gene-PROT
CDKN2B-TRAN,CDKN2B-PROT,Gene-TRAN-Gene-PROT
CDKN2D-TRAN,CDKN2D-PROT,Gene-TRAN-Gene-PROT
CDON-TRAN,CDON-PROT,Gene-TRAN-Gene-PROT
CEBPB-TRAN,CEBPB-PROT,Gene-TRAN-Gene-PROT
CER1-TRAN,CER1-PROT,Gene-TRAN-Gene-PROT
CFLAR-TRAN,CFLAR-PROT,Gene-TRAN-Gene-PROT
CFTR-TRAN,CFTR-PROT,Gene-TRAN-Gene-PROT
CGA-TRAN,CGA-PROT,Gene-TRAN-Gene-PROT
CHAD-TRAN,CHAD-PROT,Gene-TRAN-Gene-PROT
CHD8-TRAN,CHD8-PROT,Gene-TRAN-Gene-PROT
CHEK1-TRAN,CHEK1-PROT,Gene-TRAN-Gene-PROT
CHEK2-TRAN,CHEK2-PROT,Gene-TRAN-Gene-PROT
CHRD-TRAN,CHRD-PROT,Gene-TRAN-Gene-PROT
CHRM1-TRAN,CHRM1-PROT,Gene-TRAN-Gene-PROT
CHRM2-TRAN,CHRM2-PROT,Gene-TRAN-Gene-PROT
CHRM3-TRAN,CHRM3-PROT,Gene-TRAN-Gene-PROT
CHRM5-TRAN,CHRM5-PROT,Gene-TRAN-Gene-PROT
CHRNA7-TRAN,CHRNA7-PROT,Gene-TRAN-Gene-PROT
CHUK-TRAN,CHUK-PROT,Gene-TRAN-Gene-PROT
CIR1-TRAN,CIR1-PROT,Gene-TRAN-Gene-PROT
CISH-TRAN,CISH-PROT,Gene-TRAN-Gene-PROT
CLEC1B-TRAN,CLEC1B-PROT,Gene-TRAN-Gene-PROT
